Date,Symbol,Dir,Filled,Result,Trigger,Stop,Exit,Qty,Gross,Net,R,rvol5,Source
2026-04-23,TRENT,S,Y,exited at stoploss,2920.1,2931,2908.2000000000003,19,-207,-269,-1.30,12.5147417558448,reconstructed
2026-04-23,EXIDEIND,L,Y,exited at stoploss,357.3,356.05,357.75,157,-196,-266,-1.36,7.314046931424319,reconstructed
2026-04-23,DRREDDY,L,Y,exited at 15:15,1256.8,1253.5,1326.8,44,2358,2297,15.82,6.716338986365307,reconstructed
2026-04-23,SBILIFE,S,N,skipped (no_confirm),1827.2,1832.75,,,,,,,reconstructed
2026-04-23,COLPAL,S,N,skipped (no_confirm),2057.6,2063.5,,,,,,,reconstructed
2026-04-24,CIPLA,S,N,skipped (no_confirm),1260,1262.6,,,,,,,reconstructed
2026-04-24,IEX,S,Y,exited at stoploss,127,128,127.11,442,-442,-945,-2.14,7.14510043900107,reconstructed
2026-04-24,IEX,S,Y,exited at 15:15,127,128,123.52,442,1556,1494,3.38,7.14510043900107,reconstructed
2026-04-24,DRREDDY,L,Y,exited at stoploss,1313.1,1309.35,1310.75,42,-157,-220,-1.40,6.069271838657345,reconstructed
2026-04-24,DRREDDY,L,Y,exited at 15:15,1313.1,1309.35,1317.3,42,151,91,0.57,6.069271838657345,reconstructed
2026-04-24,IIFL,S,Y,exited at stoploss,414.95,416.9,416.75,135,-263,-332,-1.26,5.2645697604772055,reconstructed
2026-04-24,IIFL,S,Y,exited at stoploss,414.95,416.9,416.8,135,-263,-332,-1.26,5.2645697604772055,reconstructed
2026-04-24,SUNPHARMA,S,Y,exited at 15:15,1645,1649.55,1619.3,34,840,778,5.03,5.145084717002799,reconstructed
2026-04-24,CYIENT,S,Y,exited at 15:15,918.35,922,870.55,61,2632,2571,11.55,4.84758189942163,reconstructed
2026-04-24,INFY,L,N,skipped (no_confirm),1198,1194.4,,,,,,,reconstructed
2026-04-24,HCLTECH,S,Y,exited at 15:15,1245,1249.7,1204.1,45,1647,1586,7.50,3.9063746952398204,reconstructed
2026-04-27,PAYTM,S,Y,exited at stoploss,1056.05,1059.65,1059.2500000000002,53,-191,-255,-1.34,21.82039049300425,reconstructed
2026-04-27,SUNPHARMA,L,Y,exited at stoploss,1699,1694.8,1723.7,33,-139,-203,-1.46,10.835964420989802,reconstructed
2026-04-27,SUNPHARMA,L,Y,exited at 15:15,1699,1694.8,1732.4,33,297,234,1.69,10.835964420989802,reconstructed
2026-04-27,RBLBANK,S,N,skipped (no_confirm),306.1,307.05,,,,,,,reconstructed
2026-04-27,INDUSINDBK,L,N,skipped (no_confirm),899.9,897.4,,,,,,,reconstructed
2026-04-27,PPLPHARMA,L,Y,exited at stoploss,171,170,169.95,328,-328,-718,-2.19,4.211756503801341,reconstructed
2026-04-27,HUDCO,L,N,skipped (no_confirm),217,216,,,,,,,reconstructed
2026-04-27,LTF,L,N,skipped (no_confirm),298.45,297.45,,,,,,,reconstructed
2026-04-27,SHRIRAMFIN,S,Y,exited at stoploss,973.35,977.1,974.2,57,-214,-277,-1.30,3.7723452219789375,reconstructed
2026-04-27,SHRIRAMFIN,S,Y,exited at stoploss,973.35,977.1,973.3,57,-214,-277,-1.30,3.7723452219789375,reconstructed
2026-04-28,SUNPHARMA,L,Y,exited at 15:15,1728.8,1723.85,1746.5,32,509,448,2.83,9.763266300936492,reconstructed
2026-04-28,PHOENIXLTD,S,Y,exited at stoploss,1786.3,1792.1,1783.8,31,-180,-242,-1.35,9.763220582683527,reconstructed
2026-04-28,PHOENIXLTD,S,Y,exited at stoploss,1786.3,1792.1,1753.8999999999999,31,-180,-241,-1.34,9.763220582683527,reconstructed
2026-04-28,AUBANK,S,Y,exited at stoploss,1048,1051.15,1041,53,-167,-230,-1.38,6.869933815532765,reconstructed
2026-04-28,AUBANK,S,Y,exited at stoploss,1048,1051.15,1048.8000000000002,53,-167,-231,-1.38,6.869933815532765,reconstructed
2026-04-28,ULTRACEMCO,S,Y,exited at 15:15,11935,11965.25,11801,4,516,464,3.83,6.136791371073369,reconstructed
2026-04-28,SBICARD,L,Y,exited at stoploss,657.95,655.9,656.7499999999999,85,-174,-240,-1.38,6.100252884775359,reconstructed
2026-04-28,SBICARD,L,Y,exited at stoploss,657.95,655.9,656.4,85,-174,-240,-1.38,6.100252884775359,reconstructed
2026-04-28,INDUSTOWER,L,Y,exited at stoploss,416,414.8,415.90000000000003,135,-162,-231,-1.42,5.842035628830335,reconstructed
2026-04-28,INDUSTOWER,L,Y,exited at stoploss,416,414.8,415.5,135,-162,-231,-1.42,5.842035628830335,reconstructed
2026-04-28,VBL,L,N,skipped (no_confirm),529.4,527.55,,,,,,,reconstructed
2026-04-28,GRASIM,L,Y,exited at stoploss,2829.5,2822.95,2827.85,19,-124,-185,-1.48,3.991159723707483,reconstructed
2026-04-28,GRASIM,L,Y,exited at stoploss,2829.5,2822.95,2829.85,19,-124,-185,-1.48,3.991159723707483,reconstructed
2026-04-29,BANDHANBNK,L,Y,exited at stoploss,192,191,194.82,292,-292,-647,-2.22,20.299639252690678,reconstructed
2026-04-29,BANDHANBNK,L,Y,exited at 15:15,192,191,198.13,292,984,921,3.16,20.299639252690678,reconstructed
2026-04-29,TATACHEM,L,N,skipped (no_confirm),818.2,814.65,,,,,,,reconstructed
2026-04-29,ETERNAL,S,Y,exited at stoploss,257,257.9,257.10999999999996,218,-196,-269,-1.37,8.6747004016856,reconstructed
2026-04-29,ETERNAL,S,Y,exited at stoploss,257,257.9,256.02,218,-196,-268,-1.37,8.6747004016856,reconstructed
2026-04-29,DRREDDY,S,Y,exited at stoploss,1335.6,1339.45,1338.65,42,-162,-225,-1.39,6.960282052337175,reconstructed
2026-04-29,DRREDDY,S,Y,exited at 15:15,1335.6,1339.45,1328.8,42,239,178,1.10,6.960282052337175,reconstructed
2026-04-29,PPLPHARMA,L,Y,exited at stoploss,168,167,166.76,334,-334,-730,-2.18,5.209479240973117,reconstructed
2026-04-29,MARUTI,L,Y,exited at stoploss,13440,13403.4,13448.4,4,-146,-206,-1.41,4.995635189583665,reconstructed
2026-04-29,MARUTI,L,Y,exited at stoploss,13440,13403.4,13447.4,4,-146,-206,-1.41,4.995635189583665,reconstructed
2026-04-29,RECLTD,S,Y,exited at stoploss,365.1,366.3,362.4,154,-185,-254,-1.37,4.459106976909207,reconstructed
2026-04-29,RECLTD,S,Y,exited at stoploss,365.1,366.3,360.05,154,-185,-253,-1.37,4.459106976909207,reconstructed
2026-04-29,GLENMARK,L,N,skipped (no_confirm),2474,2467.5,,,,,,,reconstructed
2026-04-30,IIFL,S,Y,exited at stoploss,453,454.95,453.45,124,-242,-310,-1.28,51.64812785195466,reconstructed
2026-04-30,TATACHEM,S,Y,exited at stoploss,814.1,817.7,815.8000000000001,69,-248,-313,-1.26,20.57965181442435,reconstructed
2026-04-30,TATACHEM,S,Y,exited at stoploss,814.1,817.7,807.25,69,-248,-313,-1.26,20.57965181442435,reconstructed
2026-04-30,SYNGENE,L,Y,exited at stoploss,471.4,469.85,470.80000000000007,119,-184,-252,-1.37,14.673109638611123,reconstructed
2026-04-30,SYNGENE,L,Y,exited at stoploss,471.4,469.85,483.95000000000005,119,-184,-254,-1.38,14.673109638611123,reconstructed
2026-04-30,CHOLAFIN,S,N,skipped (no_confirm),1472.3,1476.9,,,,,,,reconstructed
2026-04-30,BAJFINANCE,L,Y,exited at stoploss,969.8,967.4,969.85,58,-139,-204,-1.47,10.578812823636637,reconstructed
2026-04-30,INDIANB,S,Y,exited at stoploss,807.85,810.9,807.0999999999999,69,-210,-275,-1.31,8.113332334611378,reconstructed
2026-04-30,LUPIN,S,N,skipped (no_confirm),2277.7,2282.55,,,,,,,reconstructed
2026-04-30,BAJAJFINSV,L,N,skipped (no_confirm),1790,1786.05,,,,,,,reconstructed
2026-05-04,KOTAKBANK,S,N,skipped (no_confirm),363,363.9,,,,,,,reconstructed
2026-05-04,HFCL,L,N,skipped (no_confirm),129,128,,,,,,,reconstructed
2026-05-04,IDEA,,N,skipped (atr14d_below_floor_0.30),,,,,,,,,reconstructed
2026-05-04,CESC,L,Y,exited at stoploss,195,194,199.45,288,-288,-640,-2.22,7.297533025745901,reconstructed
2026-05-04,CESC,L,Y,exited at stoploss,195,194,197.25,288,-288,-639,-2.22,7.297533025745901,reconstructed
2026-05-04,TATACHEM,L,N,skipped (no_confirm),843.9,840.15,,,,,,,reconstructed
2026-05-04,BAJAJ-AUTO,L,N,skipped (no_confirm),10477.5,10455.4,,,,,,,reconstructed
2026-05-04,JINDALSTEL,L,N,skipped (no_confirm),1273.5,1269.75,,,,,,,reconstructed
2026-05-04,SONACOMS,S,Y,exited at stoploss,588.5,590.65,583.6,95,-204,-270,-1.32,5.0464674232231435,reconstructed
2026-05-04,SONACOMS,S,Y,exited at stoploss,588.5,590.65,586.65,95,-204,-270,-1.32,5.0464674232231435,reconstructed
2026-05-05,TATATECH,L,Y,exited at stoploss,630,628.1,630.8000000000001,89,-169,-235,-1.39,29.164910033136184,reconstructed
2026-05-05,TATATECH,L,Y,exited at stoploss,630,628.1,642.7,89,-169,-237,-1.40,29.164910033136184,reconstructed
2026-05-05,KEI,S,N,skipped (no_confirm),4720.1,4737.8,,,,,,,reconstructed
2026-05-05,TATACHEM,L,N,skipped (no_confirm),816.9,813.2,,,,,,,reconstructed
2026-05-05,AMBUJACEM,S,N,skipped (no_confirm),432.3,433.65,,,,,,,reconstructed
2026-05-05,MANAPPURAM,S,N,skipped (no_confirm),296.7,297.6,,,,,,,reconstructed
2026-05-05,ABCAPITAL,L,Y,exited at stoploss,359.85,358.7,358.9,156,-179,-249,-1.39,6.175130374314308,reconstructed
2026-05-05,ABCAPITAL,L,Y,exited at stoploss,359.85,358.7,359.04999999999995,156,-179,-249,-1.39,6.175130374314308,reconstructed
2026-05-05,GODREJPROP,S,Y,exited at stoploss,1855,1861.1,1847.1,30,-183,-245,-1.34,5.016541803378387,reconstructed
2026-05-05,GODREJPROP,S,Y,exited at stoploss,1855,1861.1,1856.1,30,-183,-246,-1.34,5.016541803378387,reconstructed
2026-05-05,AARTIIND,S,Y,exited at stoploss,490.1,491.75,491.09999999999997,114,-188,-255,-1.36,4.579831327574006,reconstructed
2026-05-05,AARTIIND,S,Y,exited at stoploss,490.1,491.75,490.45,114,-188,-255,-1.36,4.579831327574006,reconstructed
2026-05-06,POONAWALLA,S,Y,exited at stoploss,448,449.35,448.05,125,-169,-236,-1.40,28.766102887742903,reconstructed
2026-05-06,POONAWALLA,S,Y,exited at stoploss,448,449.35,449.25,125,-169,-237,-1.40,28.766102887742903,reconstructed
2026-05-06,COFORGE,L,Y,exited at stoploss,1274.4,1269.8,1277.1999999999998,44,-202,-267,-1.32,14.329457581356575,reconstructed
2026-05-06,COFORGE,L,Y,exited at stoploss,1274.4,1269.8,1274.8999999999999,44,-202,-267,-1.32,14.329457581356575,reconstructed
2026-05-06,MARICO,L,N,skipped (no_confirm),843.15,841.4,,,,,,,reconstructed
2026-05-06,SRF,S,N,skipped (no_confirm),2582.2,2588.2,,,,,,,reconstructed
2026-05-06,TITAGARH,S,Y,exited at stoploss,840.6,843.75,841.3,66,-208,-272,-1.31,8.32806179457802,reconstructed
2026-05-06,TITAGARH,S,Y,exited at stoploss,840.6,843.75,841.65,66,-208,-272,-1.31,8.32806179457802,reconstructed
2026-05-06,LT,S,N,skipped (no_confirm),3900.1,3908.95,,,,,,,reconstructed
2026-05-06,HDFCLIFE,L,N,skipped (no_confirm),601.4,599.8,,,,,,,reconstructed
2026-05-06,HEROMOTOCO,S,Y,exited at stoploss,5155.5,5168.6,5062.1,10,-131,-187,-1.43,4.742058792371499,reconstructed
2026-05-06,HEROMOTOCO,S,Y,exited at stoploss,5155.5,5168.6,5081.1,10,-131,-187,-1.43,4.742058792371499,reconstructed
2026-05-07,BAJAJ-AUTO,S,N,skipped (no_confirm),10324.5,10347.55,,,,,,,reconstructed
2026-05-07,GODREJCP,S,N,skipped (no_confirm),1037.3,1040.55,,,,,,,reconstructed
2026-05-07,HDFCLIFE,L,Y,exited at stoploss,614.55,612.95,613.0000000000001,91,-146,-212,-1.45,8.994020235007001,reconstructed
2026-05-07,HDFCLIFE,L,Y,exited at 15:15,614.55,612.95,625.6,91,746,684,4.70,8.994020235007001,reconstructed
2026-05-07,PAYTM,S,Y,exited at stoploss,1146,1149.4,1149.1000000000001,49,-167,-231,-1.39,8.952032143557659,reconstructed
2026-05-07,KPITTECH,S,Y,exited at stoploss,714.85,717.75,715.65,78,-226,-291,-1.29,7.8974910361580095,reconstructed
2026-05-07,KPITTECH,S,Y,exited at stoploss,714.85,717.75,717.4,78,-226,-291,-1.29,7.8974910361580095,reconstructed
2026-05-07,SHREECEM,L,N,skipped (no_confirm),25895,25836.85,,,,,,,reconstructed
2026-05-07,POLYCAB,L,Y,exited at stoploss,8709,8686.55,8775.55,6,-135,-193,-1.43,6.7121030874216485,reconstructed
2026-05-07,POLYCAB,L,Y,exited at 15:15,8709,8686.55,9000,6,1191,1133,8.41,6.7121030874216485,reconstructed
2026-05-07,POLICYBZR,L,N,skipped (no_confirm),1735,1729.65,,,,,,,reconstructed
2026-05-08,PIDILITIND,S,Y,exited at stoploss,1492.7,1495.8,1495.6,37,-115,-177,-1.55,36.768779623012094,reconstructed
2026-05-08,PIDILITIND,S,Y,exited at 15:15,1492.7,1495.8,1479.6,37,451,391,3.41,36.768779623012094,reconstructed
2026-05-08,BRITANNIA,S,Y,exited at stoploss,5551,5563.5,5547.5,10,-125,-186,-1.49,20.532199045530994,reconstructed
2026-05-08,BRITANNIA,S,Y,exited at stoploss,5551,5563.5,5549.5,10,-125,-186,-1.49,20.532199045530994,reconstructed
2026-05-08,DABUR,S,Y,exited at stoploss,479,480.2,472.8,117,-140,-207,-1.47,14.687996236713126,reconstructed
2026-05-08,DABUR,S,Y,exited at stoploss,479,480.2,473.2,117,-140,-207,-1.47,14.687996236713126,reconstructed
2026-05-08,LUPIN,L,Y,exited at stoploss,2453,2447.45,2452.45,22,-122,-183,-1.50,8.343070058980999,reconstructed
2026-05-08,BIOCON,L,Y,exited at stoploss,392.8,391.9,392.99999999999994,143,-129,-198,-1.54,6.384923684775064,reconstructed
2026-05-08,BIOCON,L,Y,exited at stoploss,392.8,391.9,392.29999999999995,143,-129,-198,-1.54,6.384923684775064,reconstructed
2026-05-08,TATACONSUM,L,N,skipped (no_confirm),1173.9,1170.95,,,,,,,reconstructed
2026-05-08,KPITTECH,S,N,skipped (no_confirm),704,707,,,,,,,reconstructed
2026-05-08,PPLPHARMA,S,N,skipped (no_confirm),182,183,,,,,,,reconstructed
2026-05-11,TATACONSUM,L,Y,exited at stoploss,1229,1226.05,1237.25,45,-133,-196,-1.48,28.054928677540456,reconstructed
2026-05-11,TATACONSUM,L,Y,exited at stoploss,1229,1226.05,1234.95,45,-133,-196,-1.48,28.054928677540456,reconstructed
2026-05-11,ABB,S,N,skipped (no_confirm),6340,6364.3,,,,,,,reconstructed
2026-05-11,KALYANKJIL,S,Y,exited at stoploss,389,390.1,386.75,144,-158,-227,-1.43,8.886413969760856,reconstructed
2026-05-11,KALYANKJIL,S,Y,exited at stoploss,389,390.1,387.6,144,-158,-227,-1.43,8.886413969760856,reconstructed
2026-05-11,TITAN,S,Y,exited at stoploss,4273.2,4284,4265.6,13,-140,-202,-1.44,7.290370417486333,reconstructed
2026-05-11,TITAN,S,Y,exited at stoploss,4273.2,4284,4236,13,-140,-201,-1.43,7.290370417486333,reconstructed
2026-05-11,SBIN,S,Y,exited at 15:15,984.6,987.4,972.6,57,604,543,3.40,5.308445479995368,reconstructed
2026-05-11,LUPIN,S,Y,exited at stoploss,2276.1,2282.3,2272.1000000000004,24,-149,-210,-1.41,5.197421825251905,reconstructed
2026-05-11,LUPIN,S,Y,exited at stoploss,2276.1,2282.3,2282.2000000000003,24,-149,-210,-1.41,5.197421825251905,reconstructed
2026-05-11,DALBHARAT,S,Y,exited at stoploss,1800,1806.4,1796.8000000000002,31,-198,-261,-1.32,5.11854502246242,reconstructed
2026-05-11,DALBHARAT,S,Y,exited at 15:15,1800,1806.4,1767.7,31,884,822,4.14,5.11854502246242,reconstructed
2026-05-11,BANKINDIA,S,N,skipped (no_confirm),137,138,,,,,,,reconstructed
2026-05-12,JSWENERGY,S,N,skipped (no_confirm),512,513.8,,,,,,,reconstructed
2026-05-12,OIL,L,Y,exited at stoploss,486.5,485.1,486.25,115,-161,-228,-1.42,7.931597550561142,reconstructed
2026-05-12,OIL,L,Y,exited at stoploss,486.5,485.1,485.20000000000005,115,-161,-228,-1.42,7.931597550561142,reconstructed
2026-05-12,INDHOTEL,S,Y,exited at stoploss,657,658.5,657.55,85,-127,-193,-1.51,5.889399150364115,reconstructed
2026-05-12,INDHOTEL,S,Y,exited at stoploss,657,658.5,655.1,85,-127,-193,-1.51,5.889399150364115,reconstructed
2026-05-12,OBEROIRLTY,L,N,skipped (no_confirm),1712,1707.65,,,,,,,reconstructed
2026-05-12,TATACONSUM,L,N,skipped (no_confirm),1282.7,1279.15,,,,,,,reconstructed
2026-05-12,IDEA,,N,skipped (atr14d_below_floor_0.47),,,,,,,,,reconstructed
2026-05-12,KALYANKJIL,S,Y,exited at stoploss,375.55,376.85,376.55,149,-194,-263,-1.36,4.012405292425195,reconstructed
2026-05-12,KALYANKJIL,S,Y,exited at 15:15,375.55,376.85,361.3,149,2093,2032,10.49,4.012405292425195,reconstructed
2026-05-12,UPL,S,Y,exited at stoploss,645.55,647.25,645.7,87,-148,-214,-1.45,3.8452608676541615,reconstructed
2026-05-12,UPL,S,Y,exited at stoploss,645.55,647.25,645.6500000000001,87,-148,-214,-1.45,3.8452608676541615,reconstructed
2026-05-13,DRREDDY,L,Y,exited at stoploss,1285.6,1281.35,1289.05,43,-183,-246,-1.35,14.243681861951856,reconstructed
2026-05-13,DRREDDY,L,Y,exited at stoploss,1285.6,1281.35,1285.65,43,-183,-246,-1.35,14.243681861951856,reconstructed
2026-05-13,KALYANKJIL,S,N,skipped (no_confirm),340.55,342,,,,,,,reconstructed
2026-05-13,TATAPOWER,L,Y,exited at stoploss,405.85,404.75,405.09999999999997,138,-152,-220,-1.45,8.033079076245434,reconstructed
2026-05-13,IIFL,S,N,skipped (no_confirm),460.15,462.25,,,,,,,reconstructed
2026-05-13,KEI,S,N,skipped (no_confirm),4836.3,4856.15,,,,,,,reconstructed
2026-05-13,TITAN,L,N,skipped (no_confirm),4089.2,4075.75,,,,,,,reconstructed
2026-05-13,MFSL,S,Y,exited at stoploss,1630.2,1634.25,1627.1499999999999,34,-138,-200,-1.45,4.972612829738589,reconstructed
2026-05-13,MFSL,S,Y,exited at stoploss,1630.2,1634.25,1623.1499999999999,34,-138,-200,-1.45,4.972612829738589,reconstructed
2026-05-13,TORNTPOWER,L,N,skipped (no_confirm),1559.2,1552.2,,,,,,,reconstructed
2026-05-14,CIPLA,L,N,skipped (no_confirm),1432.1,1428.4,,,,,,,reconstructed
2026-05-14,ZYDUSLIFE,L,Y,exited at 15:15,979.5,977,991.35,57,556,494,3.47,13.199186985295004,reconstructed
2026-05-14,ADANIENT,L,Y,exited at 15:15,2602.7,2594.25,2707.2,21,1896,1836,10.35,11.16715974707031,reconstructed
2026-05-14,CROMPTON,S,N,skipped (no_confirm),282.2,283.2,,,,,,,reconstructed
2026-05-14,OIL,L,N,skipped (no_confirm),530,528.25,,,,,,,reconstructed
2026-05-14,SAIL,L,Y,exited at stoploss,205,204,205.28,274,-274,-610,-2.23,5.212174817714837,reconstructed
2026-05-14,SAIL,L,Y,exited at stoploss,205,204,204.91,274,-274,-610,-2.23,5.212174817714837,reconstructed
2026-05-14,BHARTIARTL,S,N,skipped (no_confirm),1798.6,1802.8,,,,,,,reconstructed
2026-05-14,LICHSGFIN,S,Y,exited at stoploss,562.35,564.1,562.75,100,-175,-242,-1.38,3.777063446744536,reconstructed
2026-05-15,JSWSTEEL,S,N,skipped (no_confirm),1284.2,1286.9,,,,,,,reconstructed
2026-05-15,UNITDSPR,L,Y,exited at stoploss,1319,1315.95,1316.15,42,-128,-191,-1.49,9.618664540051574,reconstructed
2026-05-15,UNITDSPR,L,Y,exited at stoploss,1319,1315.95,1320.15,42,-128,-191,-1.49,9.618664540051574,reconstructed
2026-05-15,MUTHOOTFIN,S,Y,exited at stoploss,3328.1,3338.3,3333.0000000000005,16,-163,-222,-1.36,8.356574294441785,reconstructed
2026-05-15,MUTHOOTFIN,S,Y,exited at stoploss,3328.1,3338.3,3334.2000000000003,16,-163,-223,-1.36,8.356574294441785,reconstructed
2026-05-15,CHAMBLFERT,S,N,skipped (no_confirm),431.05,432.2,,,,,,,reconstructed
2026-05-15,ADANIENT,S,N,skipped (no_confirm),2672,2681.2,,,,,,,reconstructed
2026-05-15,ADANIGREEN,S,Y,exited at stoploss,1377.2,1383,1381.8999999999999,40,-232,-295,-1.27,5.989234926632929,reconstructed
2026-05-15,VOLTAS,S,Y,exited at stoploss,1255,1260.2,1256.8,44,-229,-292,-1.27,5.074300804435844,reconstructed
2026-05-15,VOLTAS,S,Y,exited at stoploss,1255,1260.2,1259.8,44,-229,-292,-1.28,5.074300804435844,reconstructed
2026-05-15,KAYNES,S,Y,exited at stoploss,3215.3,3237.15,3228.65,17,-371,-432,-1.16,4.629124657303785,reconstructed
2026-05-18,ICICIPRULI,S,N,skipped (no_confirm),488.6,490.1,,,,,,,reconstructed
2026-05-18,SOLARINDS,L,N,skipped (no_confirm),17950,17900.45,,,,,,,reconstructed
2026-05-18,DELHIVERY,S,Y,exited at stoploss,451,452.4,450.4,124,-174,-241,-1.39,5.306734619441635,reconstructed
2026-05-18,DELHIVERY,S,Y,exited at stoploss,451,452.4,448.7,124,-174,-241,-1.39,5.306734619441635,reconstructed
2026-05-18,SJVN,S,N,skipped (no_confirm),70,71,,,,,,,reconstructed
2026-05-18,IDEA,L,Y,exited at 15:15,13,12,12.83,1000,-70,-84,-0.08,4.864504346789007,reconstructed
2026-05-18,TATASTEEL,S,Y,exited at stoploss,207,208,207.85,271,-271,-604,-2.23,4.680042866926945,reconstructed
2026-05-18,TATASTEEL,S,Y,exited at stoploss,207,208,208.4,271,-271,-604,-2.23,4.680042866926945,reconstructed
2026-05-18,UNOMINDA,L,Y,exited at stoploss,1157.2,1153.65,1155.3500000000001,48,-170,-234,-1.37,4.487069509436111,reconstructed
2026-05-18,HAL,S,Y,exited at stoploss,4305.2,4319.25,4279.05,13,-183,-244,-1.34,3.6538551020216237,reconstructed
2026-05-18,HAL,S,Y,exited at stoploss,4305.2,4319.25,4263.650000000001,13,-183,-244,-1.34,3.6538551020216237,reconstructed
2026-05-19,ADANIGREEN,S,N,skipped (no_confirm),1378.8,1384.75,,,,,,,reconstructed
2026-05-19,ADANIENT,S,Y,exited at stoploss,2726.1,2735.7,2716.6,20,-192,-253,-1.32,5.920812438289029,reconstructed
2026-05-19,ADANIENT,S,Y,exited at stoploss,2726.1,2735.7,2728,20,-192,-253,-1.32,5.920812438289029,reconstructed
2026-05-19,UNOMINDA,S,Y,exited at stoploss,1018.5,1022.5,1018,55,-220,-284,-1.29,5.808700606248756,reconstructed
2026-05-19,TCS,L,Y,exited at stoploss,2355.1,2349.5,2352.4,23,-129,-190,-1.47,4.629462236433733,reconstructed
2026-05-19,TCS,L,Y,exited at stoploss,2355.1,2349.5,2352.4,23,-129,-190,-1.47,4.629462236433733,reconstructed
2026-05-19,TECHM,L,Y,exited at stoploss,1474,1469.9,1477.3000000000002,38,-156,-220,-1.41,3.7344587980681245,reconstructed
2026-05-19,TECHM,L,Y,exited at stoploss,1474,1469.9,1479.7,38,-156,-220,-1.41,3.7344587980681245,reconstructed
2026-05-19,ASTRAL,S,Y,exited at stoploss,1482.6,1487.05,1479.45,37,-165,-227,-1.38,3.490206119709654,reconstructed
2026-05-19,ASTRAL,S,Y,exited at 15:15,1482.6,1487.05,1447,37,1073,1013,6.15,3.490206119709654,reconstructed
2026-05-19,SOLARINDS,L,Y,exited at stoploss,18311,18257.3,18293.3,3,-161,-222,-1.38,3.124903792509826,reconstructed
2026-05-19,SOLARINDS,L,Y,exited at stoploss,18311,18257.3,18407.3,3,-161,-222,-1.38,3.124903792509826,reconstructed
2026-05-19,HCLTECH,L,Y,exited at stoploss,1187.3,1184.6,1187.5,47,-127,-191,-1.50,2.668132532160734,reconstructed
2026-05-19,HCLTECH,L,Y,exited at stoploss,1187.3,1184.6,1190.8,47,-127,-191,-1.50,2.668132532160734,reconstructed
2026-05-20,ZYDUSLIFE,L,Y,exited at stoploss,1079.05,1076.35,1077.75,52,-140,-205,-1.46,40.31726695967832,reconstructed
2026-05-20,ZYDUSLIFE,L,Y,exited at stoploss,1079.05,1076.35,1083.6,52,-140,-205,-1.46,40.31726695967832,reconstructed
2026-05-20,PIIND,S,N,skipped (no_confirm),2860.1,2868.4,,,,,,,reconstructed
2026-05-20,MANKIND,L,Y,exited at stoploss,2549,2541.45,2550.25,22,-166,-229,-1.38,18.417807239615808,reconstructed
2026-05-20,MANKIND,L,Y,exited at stoploss,2549,2541.45,2548.25,22,-166,-229,-1.38,18.417807239615808,reconstructed
2026-05-20,TIINDIA,L,Y,exited at stoploss,2904.6,2893.35,2920.75,19,-214,-276,-1.29,5.150855291811493,reconstructed
2026-05-20,TIINDIA,L,Y,exited at 15:15,2904.6,2893.35,2971.6,19,998,936,4.38,5.150855291811493,reconstructed
2026-05-20,HINDALCO,L,Y,exited at 15:15,1067.3,1064.5,1085.5,52,718,656,4.51,2.4704224289154695,reconstructed
2026-05-20,APOLLOHOSP,L,Y,exited at stoploss,7994.5,7981.3,7988.3,7,-92,-154,-1.67,2.4310076503013014,reconstructed
2026-05-20,APOLLOHOSP,L,Y,exited at 15:15,7994.5,7981.3,8080,7,560,498,5.39,2.4310076503013014,reconstructed
2026-05-20,GLENMARK,S,Y,exited at stoploss,2397.1,2403.95,2398.95,23,-158,-219,-1.39,2.421695157774345,reconstructed
2026-05-20,GLENMARK,S,Y,exited at stoploss,2397.1,2403.95,2400.85,23,-158,-219,-1.39,2.421695157774345,reconstructed
2026-05-20,BEL,S,Y,exited at stoploss,413,414.05,413.1,136,-143,-211,-1.48,2.217920041367012,reconstructed
2026-05-20,BEL,S,Y,exited at stoploss,413,414.05,413.85,136,-143,-211,-1.48,2.217920041367012,reconstructed
2026-05-21,GRASIM,L,Y,exited at 15:15,3098.3,3091.55,3154.8,18,1006,945,7.78,12.081288814295185,reconstructed
2026-05-21,APOLLOHOSP,S,N,skipped (no_confirm),8075,8089.7,,,,,,,reconstructed
2026-05-21,JUBLFOOD,S,Y,exited at stoploss,438.6,440.25,438.15,128,-211,-279,-1.32,9.311880218401111,reconstructed
2026-05-21,JUBLFOOD,S,Y,exited at stoploss,438.6,440.25,438.25,128,-211,-279,-1.32,9.311880218401111,reconstructed
2026-05-21,MOTHERSON,S,Y,exited at stoploss,135,136,135.4,416,-416,-894,-2.15,6.339727887312751,reconstructed
2026-05-21,PIIND,S,Y,exited at 15:15,2860,2869.5,2739.8,19,2113,2053,11.38,4.490869602363426,reconstructed
2026-05-21,BOSCHLTD,L,N,skipped (no_confirm),37600,37500.75,,,,,,,reconstructed
2026-05-21,IRB,L,Y,exited at 15:15,22,21,22.89,1000,1260,1236,1.24,3.276594855949984,reconstructed
2026-05-21,JSWENERGY,L,N,skipped (no_confirm),553.3,551.55,,,,,,,reconstructed
2026-05-22,LICI,S,Y,exited at stoploss,413,413.75,409.75,136,-102,-170,-1.67,21.101286080051878,reconstructed
2026-05-22,LICI,S,Y,exited at stoploss,413,413.75,409.85,136,-102,-170,-1.67,21.101286080051878,reconstructed
2026-05-22,PAGEIND,L,N,skipped (no_confirm),40375,40271.75,,,,,,,reconstructed
